date,name,point
2017-12-29,걸어도 걸어도,8.64
2017-12-29,라라랜드,8.6
2017-12-29,태풍이 지나가고,8.6
2017-12-29,문영,8.52
2017-12-29,캐롤,8.52
2017-12-29,그녀,8.5
2017-12-29,강철비,8.48
2017-12-29,옥자,8.45
2017-12-29,신과함께-죄와 벌,8.14
2017-12-29,오리엔트 특급 살인,8.13
2017-12-29,시인의 사랑,8.1
2017-12-29,문라이트,8.1
2017-12-29,세 번째 살인,8.02
2017-12-29,환상의 빛,8.02
2017-12-29,블레이드 러너 2049,8.0
2017-12-29,너의 췌장을 먹고 싶어,7.96
2017-12-29,꾼,7.76
2017-12-29,메리와 마녀의 꽃,7.35
2017-12-29,어쌔신: 더 비기닝,7.22
2017-12-29,스타워즈: 라스트 제다이,6.98
2017-12-30,원더,9.49
2017-12-30,위대한 쇼맨,9.45
2017-12-30,다시 태어나도 우리,9.33
2017-12-30,"나, 다니엘 블레이크",9.22
2017-12-30,1987,9.21
2017-12-30,킹 오브 프리즘 프라이드 더 히어로,9.2
2017-12-30,러빙 빈센트,9.18
2017-12-30,뽀로로 극장판 공룡섬 대모험,9.18
2017-12-30,사랑과 영혼,9.17
2017-12-30,빠삐용,9.17
2017-12-30,내 사랑,9.17
2017-12-30,공범자들,9.16
2017-12-30,이터널 선샤인,9.1
2017-12-30,러브레터,9.09
2017-12-30,물랑 루즈,9.09
2017-12-30,이프 온리,9.08
2017-12-30,극장판 포켓몬스터 너로 정했다!,9.0
2017-12-30,러브 액츄얼리,8.99
2017-12-30,"안녕, 나의 소울메이트",8.93
2017-12-30,벤자민 버튼의 시간은 거꾸로 간다,8.87
2017-12-30,채비,8.84
2017-12-30,아무도 모른다,8.82
2017-12-30,그렇게 아버지가 된다,8.82
2017-12-30,"가장 따뜻한 색, 블루",8.82
2017-12-30,바닷마을 다이어리,8.74
2017-12-30,마미,8.68
2017-12-30,월터의 상상은 현실이 된다,8.65
2017-12-30,몬스터 패밀리,8.65
2017-12-30,걸어도 걸어도,8.64
2017-12-30,라라랜드,8.6
2017-12-30,태풍이 지나가고,8.6
2017-12-30,문영,8.52
2017-12-30,캐롤,8.52
2017-12-30,그녀,8.5
2017-12-30,강철비,8.48
2017-12-30,옥자,8.45
2017-12-30,오리엔트 특급 살인,8.13
2017-12-30,신과함께-죄와 벌,8.12
2017-12-30,시인의 사랑,8.1
2017-12-30,문라이트,8.09
2017-12-30,세 번째 살인,8.03
2017-12-30,환상의 빛,8.02
2017-12-30,블레이드 러너 2049,8.0
2017-12-30,너의 췌장을 먹고 싶어,7.96
2017-12-30,꾼,7.76
2017-12-30,메리와 마녀의 꽃,7.35
2017-12-30,어쌔신: 더 비기닝,7.22
2017-12-30,스타워즈: 라스트 제다이,6.98
2017-12-31,위대한 쇼맨,9.44
2017-12-31,원더,9.42
2017-12-31,다시 태어나도 우리,9.33
2017-12-31,1987,9.23
2017-12-31,"나, 다니엘 블레이크",9.22
2017-12-31,러빙 빈센트,9.18
2017-12-31,뽀로로 극장판 공룡섬 대모험,9.17
2017-12-31,빠삐용,9.17
2017-12-31,사랑과 영혼,9.17
2017-12-31,내 사랑,9.17
2017-12-31,공범자들,9.16
2017-12-31,히트,9.11
2017-12-31,이터널 선샤인,9.1
2017-12-31,러브레터,9.09
2017-12-31,물랑 루즈,9.09
2017-12-31,이프 온리,9.08
2017-12-31,극장판 포켓몬스터 너로 정했다!,8.99
2017-12-31,러브 액츄얼리,8.99
2017-12-31,"안녕, 나의 소울메이트",8.94
2017-12-31,벤자민 버튼의 시간은 거꾸로 간다,8.87
2017-12-31,아무도 모른다,8.82
2017-12-31,그렇게 아버지가 된다,8.82
2017-12-31,"가장 따뜻한 색, 블루",8.82
2017-12-31,바닷마을 다이어리,8.74
2017-12-31,마미,8.68
2017-12-31,몬스터 패밀리,8.66
2017-12-31,월터의 상상은 현실이 된다,8.65
2017-12-31,걸어도 걸어도,8.64
2017-12-31,라라랜드,8.6
2017-12-31,태풍이 지나가고,8.6
2017-12-31,문영,8.53
2017-12-31,캐롤,8.53
2017-12-31,그녀,8.5
2017-12-31,강철비,8.48
2017-12-31,패터슨,8.28
2017-12-31,오리엔트 특급 살인,8.12
2017-12-31,시인의 사랑,8.1
2017-12-31,문라이트,8.09
2017-12-31,신과함께-죄와 벌,8.09
2017-12-31,세 번째 살인,8.03
2017-12-31,환상의 빛,8.02
2017-12-31,블레이드 러너 2049,8.0
2017-12-31,너의 췌장을 먹고 싶어,7.96
2017-12-31,꾼,7.75
2017-12-31,메리와 마녀의 꽃,7.35
2017-12-31,어쌔신: 더 비기닝,7.21
2017-12-31,스타워즈: 라스트 제다이,6.98
2018-01-01,원더,9.45
2018-01-01,위대한 쇼맨,9.44
2018-01-01,다시 태어나도 우리,9.33
2018-01-01,1987,9.25
2018-01-01,러빙 빈센트,9.19
2018-01-01,사랑과 영혼,9.17
2018-01-01,빠삐용,9.17
2018-01-01,내 사랑,9.17
2018-01-01,뽀로로 극장판 공룡섬 대모험,9.16
2018-01-01,히트,9.11
2018-01-01,이터널 선샤인,9.1
2018-01-01,러브레터,9.09
2018-01-01,물랑 루즈,9.09
2018-01-01,이프 온리,9.08
2018-01-01,러브 액츄얼리,8.99
2018-01-01,극장판 포켓몬스터 너로 정했다!,8.98
2018-01-01,"안녕, 나의 소울메이트",8.94
2018-01-01,벤자민 버튼의 시간은 거꾸로 간다,8.87
2018-01-01,그렇게 아버지가 된다,8.82
2018-01-01,아무도 모른다,8.82
2018-01-01,"가장 따뜻한 색, 블루",8.82
2018-01-01,바닷마을 다이어리,8.74
2018-01-01,마미,8.68
2018-01-01,월터의 상상은 현실이 된다,8.65
2018-01-01,몬스터 패밀리,8.65
2018-01-01,걸어도 걸어도,8.64
2018-01-01,라라랜드,8.6
2018-01-01,태풍이 지나가고,8.6
2018-01-01,캐롤,8.53
2018-01-01,그녀,8.5
2018-01-01,강철비,8.48
2018-01-01,패터슨,8.28
2018-01-01,오리엔트 특급 살인,8.12
2018-01-01,신과함께-죄와 벌,8.06
2018-01-01,세 번째 살인,8.05
2018-01-01,너의 췌장을 먹고 싶어,7.96
2018-01-01,꾼,7.75
2018-01-01,메리와 마녀의 꽃,7.35
2018-01-01,어쌔신: 더 비기닝,7.21
2018-01-01,스타워즈: 라스트 제다이,6.97
2018-01-02,위대한 쇼맨,9.43
2018-01-02,원더,9.41
2018-01-02,다시 태어나도 우리,9.32
2018-01-02,1987,9.26
2018-01-02,러빙 빈센트,9.19
2018-01-02,사랑과 영혼,9.17
2018-01-02,뽀로로 극장판 공룡섬 대모험,9.17
2018-01-02,내 사랑,9.17
2018-01-02,히트,9.11
2018-01-02,이터널 선샤인,9.1
2018-01-02,러브레터,9.09
2018-01-02,이프 온리,9.08
2018-01-02,러브 액츄얼리,8.99
2018-01-02,"안녕, 나의 소울메이트",8.93
2018-01-02,극장판 포켓몬스터 너로 정했다!,8.92
2018-01-02,벤자민 버튼의 시간은 거꾸로 간다,8.87
2018-01-02,아무도 모른다,8.82
2018-01-02,그렇게 아버지가 된다,8.82
2018-01-02,"가장 따뜻한 색, 블루",8.82
2018-01-02,바닷마을 다이어리,8.74
2018-01-02,마미,8.68
2018-01-02,월터의 상상은 현실이 된다,8.65
2018-01-02,몬스터 패밀리,8.64
2018-01-02,걸어도 걸어도,8.64
2018-01-02,라라랜드,8.6
2018-01-02,태풍이 지나가고,8.6
2018-01-02,캐롤,8.53
2018-01-02,그녀,8.5
2018-01-02,강철비,8.49
2018-01-02,패터슨,8.32
2018-01-02,오리엔트 특급 살인,8.12
2018-01-02,세 번째 살인,8.05
2018-01-02,신과함께-죄와 벌,8.03
2018-01-02,너의 췌장을 먹고 싶어,7.96
2018-01-02,꾼,7.75
2018-01-02,메리와 마녀의 꽃,7.35
2018-01-02,어쌔신: 더 비기닝,7.2
2018-01-02,스타워즈: 라스트 제다이,6.96
2018-01-03,원더,9.44
2018-01-03,위대한 쇼맨,9.43
2018-01-03,다시 태어나도 우리,9.33
2018-01-03,1987,9.25
2018-01-03,러빙 빈센트,9.19
2018-01-03,내 사랑,9.17
2018-01-03,뽀로로 극장판 공룡섬 대모험,9.17
2018-01-03,히트,9.11
2018-01-03,이터널 선샤인,9.1
2018-01-03,러브레터,9.09
2018-01-03,"안녕, 나의 소울메이트",8.92
2018-01-03,극장판 포켓몬스터 너로 정했다!,8.92
2018-01-03,벤자민 버튼의 시간은 거꾸로 간다,8.87
2018-01-03,그렇게 아버지가 된다,8.82
2018-01-03,"가장 따뜻한 색, 블루",8.82
2018-01-03,마미,8.68
2018-01-03,월터의 상상은 현실이 된다,8.65
2018-01-03,몬스터 패밀리,8.65
2018-01-03,라라랜드,8.6
2018-01-03,그녀,8.5
2018-01-03,강철비,8.49
2018-01-03,패터슨,8.3
2018-01-03,오리엔트 특급 살인,8.12
2018-01-03,세 번째 살인,8.04
2018-01-03,신과함께-죄와 벌,8.02
2018-01-03,너의 췌장을 먹고 싶어,7.96
2018-01-03,쥬만지: 새로운 세계,7.92
2018-01-03,꾼,7.75
2018-01-03,메리와 마녀의 꽃,7.35
2018-01-03,스타워즈: 라스트 제다이,6.96
2018-01-04,원더,9.43
2018-01-04,위대한 쇼맨,9.43
2018-01-04,다시 태어나도 우리,9.33
2018-01-04,1987,9.25
2018-01-04,러빙 빈센트,9.18
2018-01-04,내 사랑,9.17
2018-01-04,뽀로로 극장판 공룡섬 대모험,9.17
2018-01-04,히트,9.11
2018-01-04,이터널 선샤인,9.1
2018-01-04,러브레터,9.09
2018-01-04,극장판 포켓몬스터 너로 정했다!,8.92
2018-01-04,"안녕, 나의 소울메이트",8.91
2018-01-04,그렇게 아버지가 된다,8.82
2018-01-04,"가장 따뜻한 색, 블루",8.82
2018-01-04,너의 이름은.,8.75
2018-01-04,마미,8.68
2018-01-04,월터의 상상은 현실이 된다,8.66
2018-01-04,몬스터 패밀리,8.63
2018-01-04,라라랜드,8.6
2018-01-04,그녀,8.5
2018-01-04,강철비,8.49
2018-01-04,패터슨,8.29
2018-01-04,오리엔트 특급 살인,8.12
2018-01-04,메소드,8.1
2018-01-04,쥬만지: 새로운 세계,8.05
2018-01-04,세 번째 살인,8.05
2018-01-04,신과함께-죄와 벌,8.01
2018-01-04,너의 췌장을 먹고 싶어,7.96
2018-01-04,꾼,7.74
2018-01-04,메리와 마녀의 꽃,7.35
2018-01-04,스타워즈: 라스트 제다이,6.96
2018-01-05,원더,9.44
2018-01-05,위대한 쇼맨,9.42
2018-01-05,다시 태어나도 우리,9.33
2018-01-05,1987,9.26
2018-01-05,러빙 빈센트,9.18
2018-01-05,내 사랑,9.17
2018-01-05,뽀로로 극장판 공룡섬 대모험,9.16
2018-01-05,히트,9.11
2018-01-05,이터널 선샤인,9.1
2018-01-05,러브레터,9.09
2018-01-05,극장판 포켓몬스터 너로 정했다!,8.9
2018-01-05,"안녕, 나의 소울메이트",8.89
2018-01-05,벤자민 버튼의 시간은 거꾸로 간다,8.87
2018-01-05,그렇게 아버지가 된다,8.82
2018-01-05,"가장 따뜻한 색, 블루",8.82
2018-01-05,너의 이름은.,8.75
2018-01-05,캡틴 판타스틱,8.73
2018-01-05,마미,8.68
2018-01-05,월터의 상상은 현실이 된다,8.65
2018-01-05,몬스터 패밀리,8.64
2018-01-05,라라랜드,8.6
2018-01-05,그녀,8.5
2018-01-05,강철비,8.49
2018-01-05,패터슨,8.29
2018-01-05,오리엔트 특급 살인,8.12
2018-01-05,쥬만지: 새로운 세계,8.1
2018-01-05,메소드,8.1
2018-01-05,세 번째 살인,8.05
2018-01-05,신과함께-죄와 벌,8.0
2018-01-05,너의 췌장을 먹고 싶어,7.96
2018-01-05,꾼,7.74
2018-01-05,메리와 마녀의 꽃,7.34
2018-01-05,스타워즈: 라스트 제다이,6.96
2018-01-06,위대한 쇼맨,9.42
2018-01-06,원더,9.42
2018-01-06,다시 태어나도 우리,9.33
2018-01-06,1987,9.27
2018-01-06,러빙 빈센트,9.18
2018-01-06,내 사랑,9.17
2018-01-06,뽀로로 극장판 공룡섬 대모험,9.16
2018-01-06,히트,9.11
2018-01-06,이터널 선샤인,9.1
2018-01-06,러브레터,9.09
2018-01-06,"안녕, 나의 소울메이트",8.89
2018-01-06,벤자민 버튼의 시간은 거꾸로 간다,8.87
2018-01-06,극장판 포켓몬스터 너로 정했다!,8.86
2018-01-06,그렇게 아버지가 된다,8.82
2018-01-06,"가장 따뜻한 색, 블루",8.81
2018-01-06,너의 이름은.,8.75
2018-01-06,캡틴 판타스틱,8.73
2018-01-06,마미,8.68
2018-01-06,월터의 상상은 현실이 된다,8.66
2018-01-06,몬스터 패밀리,8.64
2018-01-06,라라랜드,8.6
2018-01-06,그녀,8.5
2018-01-06,강철비,8.5
2018-01-06,패터슨,8.29
2018-01-06,오리엔트 특급 살인,8.12
2018-01-06,메소드,8.11
2018-01-06,쥬만지: 새로운 세계,8.06
2018-01-06,세 번째 살인,8.03
2018-01-06,신과함께-죄와 벌,8.0
2018-01-06,너의 췌장을 먹고 싶어,7.96
2018-01-06,꾼,7.73
2018-01-06,메리와 마녀의 꽃,7.35
2018-01-06,스타워즈: 라스트 제다이,6.96
2018-01-07,원더,9.41
2018-01-07,위대한 쇼맨,9.41
2018-01-07,다시 태어나도 우리,9.33
2018-01-07,1987,9.27
2018-01-07,러빙 빈센트,9.18
2018-01-07,내 사랑,9.17
2018-01-07,뽀로로 극장판 공룡섬 대모험,9.16
2018-01-07,히트,9.11
2018-01-07,이터널 선샤인,9.1
2018-01-07,러브레터,9.09
2018-01-07,"안녕, 나의 소울메이트",8.9
2018-01-07,벤자민 버튼의 시간은 거꾸로 간다,8.87
2018-01-07,극장판 포켓몬스터 너로 정했다!,8.86
2018-01-07,그렇게 아버지가 된다,8.82
2018-01-07,"가장 따뜻한 색, 블루",8.81
2018-01-07,너의 이름은.,8.75
2018-01-07,캡틴 판타스틱,8.73
2018-01-07,마미,8.68
2018-01-07,월터의 상상은 현실이 된다,8.66
2018-01-07,몬스터 패밀리,8.63
2018-01-07,라라랜드,8.6
2018-01-07,그녀,8.5
2018-01-07,강철비,8.5
2018-01-07,패터슨,8.32
2018-01-07,오리엔트 특급 살인,8.12
2018-01-07,메소드,8.12
2018-01-07,쥬만지: 새로운 세계,8.08
2018-01-07,세 번째 살인,8.01
2018-01-07,신과함께-죄와 벌,7.99
2018-01-07,블레이드 러너 2049,7.97
2018-01-07,너의 췌장을 먹고 싶어,7.96
2018-01-07,꾼,7.72
2018-01-07,메리와 마녀의 꽃,7.35
2018-01-07,스타워즈: 라스트 제다이,6.96
2018-01-08,원더,9.42
2018-01-08,위대한 쇼맨,9.4
2018-01-08,다시 태어나도 우리,9.33
2018-01-08,1987,9.28
2018-01-08,러빙 빈센트,9.18
2018-01-08,내 사랑,9.17
2018-01-08,뽀로로 극장판 공룡섬 대모험,9.16
2018-01-08,히트,9.11
2018-01-08,이터널 선샤인,9.1
2018-01-08,러브레터,9.09
2018-01-08,번지 점프를 하다,9.01
2018-01-08,"안녕, 나의 소울메이트",8.89
2018-01-08,벤자민 버튼의 시간은 거꾸로 간다,8.87
2018-01-08,페르디난드,8.85
2018-01-08,극장판 포켓몬스터 너로 정했다!,8.84
2018-01-08,그렇게 아버지가 된다,8.82
2018-01-08,"가장 따뜻한 색, 블루",8.81
2018-01-08,너의 이름은.,8.75
2018-01-08,캡틴 판타스틱,8.7
2018-01-08,마미,8.68
2018-01-08,월터의 상상은 현실이 된다,8.66
2018-01-08,몬스터 패밀리,8.62
2018-01-08,라라랜드,8.6
2018-01-08,그녀,8.5
2018-01-08,강철비,8.5
2018-01-08,패터슨,8.3
2018-01-08,오리엔트 특급 살인,8.11
2018-01-08,메소드,8.11
2018-01-08,쥬만지: 새로운 세계,8.03
2018-01-08,세 번째 살인,8.02
2018-01-08,신과함께-죄와 벌,7.98
2018-01-08,너의 췌장을 먹고 싶어,7.96
2018-01-08,블레이드 러너 2049,7.96
2018-01-08,꾼,7.72
2018-01-08,메리와 마녀의 꽃,7.35
2018-01-08,스타워즈: 라스트 제다이,6.96
2018-01-09,위대한 쇼맨,9.4
2018-01-09,원더,9.4
2018-01-09,다시 태어나도 우리,9.33
2018-01-09,1987,9.27
2018-01-09,러빙 빈센트,9.18
2018-01-09,하이큐!! 재능과 센스,9.18
2018-01-09,내 사랑,9.17
2018-01-09,뽀로로 극장판 공룡섬 대모험,9.16
2018-01-09,히트,9.11
2018-01-09,이터널 선샤인,9.1
2018-01-09,러브레터,9.1
2018-01-09,번지 점프를 하다,9.01
2018-01-09,페르디난드,8.91
2018-01-09,벤자민 버튼의 시간은 거꾸로 간다,8.87
2018-01-09,"안녕, 나의 소울메이트",8.87
2018-01-09,극장판 포켓몬스터 너로 정했다!,8.84
2018-01-09,그렇게 아버지가 된다,8.82
2018-01-09,"가장 따뜻한 색, 블루",8.81
2018-01-09,너의 이름은.,8.75
2018-01-09,캡틴 판타스틱,8.7
2018-01-09,마미,8.68
2018-01-09,월터의 상상은 현실이 된다,8.66
2018-01-09,몬스터 패밀리,8.62
2018-01-09,라라랜드,8.6
2018-01-09,그녀,8.5
2018-01-09,강철비,8.5
2018-01-09,윈드 리버,8.41
2018-01-09,패터슨,8.29
2018-01-09,오리엔트 특급 살인,8.11
2018-01-09,메소드,8.11
2018-01-09,세 번째 살인,8.02
2018-01-09,쥬만지: 새로운 세계,8.01
2018-01-09,신과함께-죄와 벌,7.98
2018-01-09,너의 췌장을 먹고 싶어,7.96
2018-01-09,블레이드 러너 2049,7.96
2018-01-09,스타워즈: 라스트 제다이,6.96
2018-01-10,원더,9.41
2018-01-10,위대한 쇼맨,9.4
2018-01-10,다시 태어나도 우리,9.33
2018-01-10,1987,9.28
2018-01-10,러빙 빈센트,9.18
2018-01-10,내 사랑,9.17
2018-01-10,뽀로로 극장판 공룡섬 대모험,9.16
2018-01-10,히트,9.11
2018-01-10,이터널 선샤인,9.1
2018-01-10,러브레터,9.1
2018-01-10,번지 점프를 하다,9.01
2018-01-10,페르디난드,8.91
2018-01-10,"안녕, 나의 소울메이트",8.87
2018-01-10,극장판 포켓몬스터 너로 정했다!,8.84
2018-01-10,"가장 따뜻한 색, 블루",8.81
2018-01-10,너의 이름은.,8.75
2018-01-10,마미,8.68
2018-01-10,월터의 상상은 현실이 된다,8.66
2018-01-10,몬스터 패밀리,8.61
2018-01-10,라라랜드,8.6
2018-01-10,강철비,8.5
2018-01-10,그녀,8.5
2018-01-10,윈드 리버,8.41
2018-01-10,패터슨,8.29
2018-01-10,오리엔트 특급 살인,8.11
2018-01-10,메소드,8.11
2018-01-10,세 번째 살인,8.0
2018-01-10,쥬만지: 새로운 세계,8.0
2018-01-10,신과함께-죄와 벌,7.98
2018-01-10,너의 췌장을 먹고 싶어,7.97
2018-01-10,블레이드 러너 2049,7.96
2018-01-10,스타워즈: 라스트 제다이,6.96
2018-01-11,위대한 쇼맨,9.4
2018-01-11,원더,9.38
2018-01-11,다시 태어나도 우리,9.33
2018-01-11,코코,9.3
2018-01-11,1987,9.28
2018-01-11,러빙 빈센트,9.18
2018-01-11,내 사랑,9.17
2018-01-11,뽀로로 극장판 공룡섬 대모험,9.17
2018-01-11,히트,9.11
2018-01-11,이터널 선샤인,9.1
2018-01-11,러브레터,9.1
2018-01-11,번지 점프를 하다,9.01
2018-01-11,페르디난드,8.89
2018-01-11,"안녕, 나의 소울메이트",8.86
2018-01-11,극장판 포켓몬스터 너로 정했다!,8.84
2018-01-11,"가장 따뜻한 색, 블루",8.81
2018-01-11,너의 이름은.,8.75
2018-01-11,마미,8.68
2018-01-11,월터의 상상은 현실이 된다,8.66
2018-01-11,몬스터 패밀리,8.6
2018-01-11,라라랜드,8.6
2018-01-11,강철비,8.5
2018-01-11,그녀,8.5
2018-01-11,윈드 리버,8.41
2018-01-11,패터슨,8.29
2018-01-11,오리엔트 특급 살인,8.11
2018-01-11,세 번째 살인,8.03
2018-01-11,쥬만지: 새로운 세계,8.0
2018-01-11,신과함께-죄와 벌,7.98
2018-01-11,너의 췌장을 먹고 싶어,7.96
2018-01-11,수면의 과학,7.96
2018-01-11,블레이드 러너 2049,7.95
2018-01-11,다운사이징,7.08
2018-01-11,스타워즈: 라스트 제다이,6.96
2018-01-12,위대한 쇼맨,9.39
2018-01-12,원더,9.38
2018-01-12,다시 태어나도 우리,9.33
2018-01-12,로미오와 줄리엣,9.29
2018-01-12,1987,9.27
2018-01-12,코코,9.24
2018-01-12,킹 오브 프리즘 프라이드 더 히어로,9.2
2018-01-12,러빙 빈센트,9.18
2018-01-12,내 사랑,9.17
2018-01-12,뽀로로 극장판 공룡섬 대모험,9.17
2018-01-12,히트,9.11
2018-01-12,이터널 선샤인,9.1
2018-01-12,러브레터,9.1
2018-01-12,번지 점프를 하다,9.01
2018-01-12,페르디난드,8.89
2018-01-12,"안녕, 나의 소울메이트",8.86
2018-01-12,극장판 포켓몬스터 너로 정했다!,8.84
2018-01-12,"가장 따뜻한 색, 블루",8.81
2018-01-12,너의 이름은.,8.75
2018-01-12,마미,8.68
2018-01-12,월터의 상상은 현실이 된다,8.66
2018-01-12,라라랜드,8.6
2018-01-12,몬스터 패밀리,8.59
2018-01-12,강철비,8.5
2018-01-12,그녀,8.5
2018-01-12,윈드 리버,8.41
2018-01-12,패터슨,8.29
2018-01-12,오리엔트 특급 살인,8.11
2018-01-12,세 번째 살인,8.03
2018-01-12,쥬만지: 새로운 세계,8.01
2018-01-12,신과함께-죄와 벌,7.99
2018-01-12,너의 췌장을 먹고 싶어,7.97
2018-01-12,수면의 과학,7.96
2018-01-12,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",7.96
2018-01-12,블레이드 러너 2049,7.95
2018-01-12,다운사이징,7.37
2018-01-12,스타워즈: 라스트 제다이,6.97
2018-01-13,위대한 쇼맨,9.4
2018-01-13,원더,9.37
2018-01-13,1987,9.27
2018-01-13,로미오와 줄리엣,9.25
2018-01-13,코코,9.2
2018-01-13,킹 오브 프리즘 프라이드 더 히어로,9.2
2018-01-13,러빙 빈센트,9.18
2018-01-13,내 사랑,9.17
2018-01-13,하이큐!! 재능과 센스,9.17
2018-01-13,뽀로로 극장판 공룡섬 대모험,9.17
2018-01-13,히트,9.11
2018-01-13,이터널 선샤인,9.1
2018-01-13,러브레터,9.1
2018-01-13,번지 점프를 하다,9.01
2018-01-13,페르디난드,8.93
2018-01-13,"안녕, 나의 소울메이트",8.86
2018-01-13,극장판 포켓몬스터 너로 정했다!,8.84
2018-01-13,"가장 따뜻한 색, 블루",8.81
2018-01-13,너의 이름은.,8.75
2018-01-13,마미,8.68
2018-01-13,월터의 상상은 현실이 된다,8.66
2018-01-13,라라랜드,8.6
2018-01-13,몬스터 패밀리,8.58
2018-01-13,강철비,8.5
2018-01-13,그녀,8.5
2018-01-13,윈드 리버,8.41
2018-01-13,패터슨,8.32
2018-01-13,오리엔트 특급 살인,8.11
2018-01-13,세 번째 살인,8.05
2018-01-13,쥬만지: 새로운 세계,8.01
2018-01-13,신과함께-죄와 벌,7.99
2018-01-13,너의 췌장을 먹고 싶어,7.97
2018-01-13,블레이드 러너 2049,7.96
2018-01-13,수면의 과학,7.95
2018-01-13,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",7.84
2018-01-13,스타워즈: 라스트 제다이,6.97
2018-01-13,다운사이징,6.79
2018-01-14,위대한 쇼맨,9.4
2018-01-14,원더,9.39
2018-01-14,다시 태어나도 우리,9.33
2018-01-14,1987,9.27
2018-01-14,킹 오브 프리즘 프라이드 더 히어로,9.19
2018-01-14,러빙 빈센트,9.18
2018-01-14,내 사랑,9.17
2018-01-14,뽀로로 극장판 공룡섬 대모험,9.17
2018-01-14,코코,9.16
2018-01-14,히트,9.11
2018-01-14,이터널 선샤인,9.1
2018-01-14,번지 점프를 하다,9.01
2018-01-14,페르디난드,8.92
2018-01-14,벤자민 버튼의 시간은 거꾸로 간다,8.87
2018-01-14,"안녕, 나의 소울메이트",8.85
2018-01-14,극장판 포켓몬스터 너로 정했다!,8.84
2018-01-14,"가장 따뜻한 색, 블루",8.81
2018-01-14,너의 이름은.,8.75
2018-01-14,마미,8.68
2018-01-14,월터의 상상은 현실이 된다,8.66
2018-01-14,라라랜드,8.6
2018-01-14,몬스터 패밀리,8.57
2018-01-14,강철비,8.5
2018-01-14,그녀,8.5
2018-01-14,윈드 리버,8.41
2018-01-14,패터슨,8.3
2018-01-14,오리엔트 특급 살인,8.11
2018-01-14,세 번째 살인,8.06
2018-01-14,쥬만지: 새로운 세계,8.03
2018-01-14,신과함께-죄와 벌,8.0
2018-01-14,너의 췌장을 먹고 싶어,7.96
2018-01-14,수면의 과학,7.96
2018-01-14,블레이드 러너 2049,7.95
2018-01-14,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",7.74
2018-01-14,스타워즈: 라스트 제다이,6.97
2018-01-14,다운사이징,6.37
2018-01-15,위대한 쇼맨,9.4
2018-01-15,원더,9.38
2018-01-15,다시 태어나도 우리,9.33
2018-01-15,1987,9.27
2018-01-15,러빙 빈센트,9.18
2018-01-15,하이큐!! 재능과 센스,9.18
2018-01-15,내 사랑,9.17
2018-01-15,뽀로로 극장판 공룡섬 대모험,9.17
2018-01-15,코코,9.15
2018-01-15,히트,9.11
2018-01-15,이터널 선샤인,9.1
2018-01-15,번지 점프를 하다,9.01
2018-01-15,페르디난드,8.93
2018-01-15,벤자민 버튼의 시간은 거꾸로 간다,8.87
2018-01-15,"안녕, 나의 소울메이트",8.84
2018-01-15,극장판 포켓몬스터 너로 정했다!,8.84
2018-01-15,"가장 따뜻한 색, 블루",8.81
2018-01-15,너의 이름은.,8.75
2018-01-15,마미,8.68
2018-01-15,월터의 상상은 현실이 된다,8.66
2018-01-15,라라랜드,8.6
2018-01-15,강철비,8.5
2018-01-15,그녀,8.5
2018-01-15,윈드 리버,8.41
2018-01-15,패터슨,8.3
2018-01-15,오리엔트 특급 살인,8.11
2018-01-15,세 번째 살인,8.05
2018-01-15,쥬만지: 새로운 세계,8.04
2018-01-15,신과함께-죄와 벌,8.0
2018-01-15,너의 췌장을 먹고 싶어,7.96
2018-01-15,블레이드 러너 2049,7.96
2018-01-15,수면의 과학,7.95
2018-01-15,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",7.56
2018-01-15,스타워즈: 라스트 제다이,6.96
2018-01-15,다운사이징,6.23
2018-01-16,위대한 쇼맨,9.39
2018-01-16,원더,9.38
2018-01-16,다시 태어나도 우리,9.33
2018-01-16,1987,9.27
2018-01-16,러빙 빈센트,9.18
2018-01-16,하이큐!! 재능과 센스,9.18
2018-01-16,내 사랑,9.17
2018-01-16,뽀로로 극장판 공룡섬 대모험,9.17
2018-01-16,코코,9.15
2018-01-16,히트,9.11
2018-01-16,이터널 선샤인,9.1
2018-01-16,러브레터,9.1
2018-01-16,번지 점프를 하다,9.01
2018-01-16,페르디난드,8.92
2018-01-16,벤자민 버튼의 시간은 거꾸로 간다,8.87
2018-01-16,"안녕, 나의 소울메이트",8.84
2018-01-16,극장판 포켓몬스터 너로 정했다!,8.84
2018-01-16,"가장 따뜻한 색, 블루",8.81
2018-01-16,너의 이름은.,8.75
2018-01-16,마미,8.68
2018-01-16,월터의 상상은 현실이 된다,8.66
2018-01-16,라라랜드,8.6
2018-01-16,그녀,8.5
2018-01-16,강철비,8.5
2018-01-16,윈드 리버,8.42
2018-01-16,패터슨,8.31
2018-01-16,오리엔트 특급 살인,8.11
2018-01-16,세 번째 살인,8.06
2018-01-16,쥬만지: 새로운 세계,8.04
2018-01-16,신과함께-죄와 벌,8.0
2018-01-16,너의 췌장을 먹고 싶어,7.96
2018-01-16,수면의 과학,7.96
2018-01-16,블레이드 러너 2049,7.95
